,team1,team2,toss_decision,toss_winner,city,venue,season,win_by_runs,win_by_wickets,umpire1,winner,avgTeam1,avgTeam2,avgWckTeam1,avgWckTeam2,team1_win,team1_toss_win,team1_bat,avgTeam1_runs_greater,avgTeam1_wickets_greater
128,1,3,0,1,0.7575757575757576,0.04878048780487805,2010,0,7,0.35384615384615387,3,0.7584269662921348,0.7584269662921348,0.8333333333333333,0.6666666666666666,0.0,1.0,1,0.0,1.0
129,4,7,0,4,0.2727272727272727,0.024390243902439025,2010,10,0,0.16923076923076924,4,0.797752808988764,0.7528089887640449,1.0,1.0,1.0,1.0,1,1.0,0.0
130,9,5,1,5,0.24242424242424243,0.4878048780487805,2010,0,0,0.4461538461538462,9,0.7078651685393258,0.8314606741573034,0.8333333333333333,1.0,1.0,0.0,0,0.0,0.0
131,2,1,0,2,0.7575757575757576,0.04878048780487805,2010,0,7,0.8923076923076924,1,0.6685393258426966,0.7584269662921348,0.5,0.8333333333333333,0.0,1.0,1,0.0,0.0
132,3,5,1,5,0.06060606060606061,0.41463414634146345,2010,36,0,0.6923076923076923,3,0.7584269662921348,0.8314606741573034,0.6666666666666666,1.0,1.0,0.0,0,0.0,0.0
133,6,9,1,9,0.21212121212121213,0.6585365853658537,2010,31,0,0.2153846153846154,6,0.6460674157303371,0.7078651685393258,1.0,0.8333333333333333,1.0,0.0,0,0.0,1.0
134,5,1,1,1,0.7575757575757576,0.04878048780487805,2010,0,5,0.16923076923076924,1,0.8314606741573034,0.7584269662921348,1.0,0.8333333333333333,0.0,0.0,0,1.0,1.0
135,4,6,0,4,0.030303030303030304,0.7317073170731707,2010,0,8,0.35384615384615387,6,0.797752808988764,0.6460674157303371,1.0,1.0,0.0,1.0,1,1.0,0.0
136,2,9,0,2,0.21212121212121213,0.6585365853658537,2010,39,0,0.2153846153846154,2,0.6685393258426966,0.7078651685393258,0.5,0.8333333333333333,1.0,1.0,1,0.0,0.0
137,7,3,1,3,0.06060606060606061,0.41463414634146345,2010,17,0,0.18461538461538463,7,0.7528089887640449,0.7584269662921348,1.0,0.6666666666666666,1.0,0.0,0,0.0,1.0
138,6,5,0,6,0.030303030303030304,0.7317073170731707,2010,17,0,0.8923076923076924,6,0.6460674157303371,0.8314606741573034,1.0,1.0,1.0,1.0,1,0.0,0.0
139,1,4,1,4,0.7575757575757576,0.12195121951219512,2010,41,0,0.7846153846153847,1,0.7584269662921348,0.797752808988764,0.8333333333333333,1.0,1.0,0.0,0,0.0,0.0
140,7,2,0,7,0.30303030303030304,0.21951219512195122,2010,40,0,0.8923076923076924,7,0.7528089887640449,0.6685393258426966,1.0,0.5,1.0,1.0,1,1.0,1.0
141,9,1,1,1,0.7575757575757576,0.04878048780487805,2010,0,4,0.2153846153846154,1,0.7078651685393258,0.7584269662921348,0.8333333333333333,0.8333333333333333,0.0,0.0,0,0.0,0.0
142,3,5,0,3,0.24242424242424243,0.4878048780487805,2010,0,5,0.18461538461538463,5,0.7584269662921348,0.8314606741573034,0.6666666666666666,1.0,0.0,1.0,1,0.0,0.0
143,7,6,0,7,0.30303030303030304,0.21951219512195122,2010,67,0,0.35384615384615387,7,0.7528089887640449,0.6460674157303371,1.0,1.0,1.0,1.0,1,1.0,0.0
144,2,4,0,2,0.696969696969697,0.1951219512195122,2010,24,0,0.4461538461538462,2,0.6685393258426966,0.797752808988764,0.5,1.0,1.0,1.0,1,0.0,0.0
145,9,3,0,9,0.21212121212121213,0.6585365853658537,2010,0,6,0.16923076923076924,3,0.7078651685393258,0.7584269662921348,0.8333333333333333,0.6666666666666666,0.0,1.0,1,0.0,1.0
146,5,6,0,5,0.24242424242424243,0.4878048780487805,2010,23,0,0.6923076923076923,5,0.8314606741573034,0.6460674157303371,1.0,1.0,1.0,1.0,1,1.0,0.0
147,1,4,0,1,0.7575757575757576,0.04878048780487805,2010,63,0,0.2153846153846154,1,0.7584269662921348,0.797752808988764,0.8333333333333333,1.0,1.0,1.0,1,0.0,0.0
